keyword,label,tweet
alzheimer,1,Pls support @AlzPeel and all the grt work they do thru Amazon.ca https://t.co/DBdKW6SdUR Alzheimer Society Peel https://t.co/xj54wcxCNm
alzheimer,1,"Why is Alzheimer's dementia (AD) sometimes called ""Type 3 diabetes,"" and what are the symptoms?: https://t.co/I1jG1wMyBG https://t.co/5Ul2fskcvo"
alzheimer,1,Discovery of Neurotransmission Gene May Permit Early Detection of Alzheimer’s Disease - https://t.co/g49HtYENG0
alzheimer,1,The Internal Clock fails for those with Alzheimer's -   https://t.co/mOBRpzUxMi
alzheimer,1,Learning to Speak Alzheimer's: A Groundbreaki... by Joanne Koenig Coste https://t.co/b4828YpSEO via
alzheimer,1,"Merry Christmas from Alzheimer's Reading Room - During all these years in the Alzheimer's Reading Room, and in ... https://t.co/QL1tXT6H4k"
alzheimer,1,"A baby doll can comfort the woman with later stage Alzheimer's.
https://t.co/2aIU1Db7x6 https://t.co/jARIjFHqKM"
alzheimer,1,"my brother legitimately thinks it's old-timers disease, instead of Alzheimer's disease 😂"
alzheimer,1,@POTUS @realDonaldTrump @HillaryClinton @NSAGov @FBI @CIA @NoradNorthcom @EPA @usairforce @USArmy @USNavy @PocatelloPD @ChubbuckPolice Please refrain from spraying poison geoengineering. Sky is completely doused in chemical hazy poison spray. Enjoy cancer and Alzheimer's eh
alzheimer,1,"Memory-Loss Stops The ""Internal Clock"" for those with Alzheimer's https://t.co/EAU7eHdfJu https://t.co/fd03esDvbw"
alzheimer,2,"She was quoting him, &amp; ofc he forgot, 72 yrs old Alzheimer's so he realizes his mistake &amp; cleans it up nicely https://t.co/YTZSWysz41"
alzheimer,1,New: AI Could Predict Alzheimer's Disease Two Years in Advance  https://t.co/JZ6rsJYWx1
alzheimer,1,"Alzheimer's Australia | People with dementia and carers feel socially disconnected, survey finds https://t.co/7bGJrbgqu9"
alzheimer,1,DYK? Cinnamon can relieve some symptoms of Alzheimer's! Learn how here: https://t.co/CqEqa67zbx https://t.co/cHRrw0xaJq
alzheimer,1,Acadia Pharmaceutical's Alzheimer's Drug Shows Early Promise in Phase 2 Study - Drug… https://t.co/v9RUA8TQJH
alzheimer,1,"""Beer Protects the Brain and Prevents Alzheimer’s""

Everything in moderation of course. Also make sure its craft... https://t.co/ne7DIGwP3l"
alzheimer,1,Did you know that you can make a direct impact on Alzheimer's research just by participating in a clinical trial?... https://t.co/aRLxTN9vGR
alzheimer,1,Flickering Lights May Illuminate A Path To Alzheimer's Treatment https://t.co/Dm3wDVRbnP
alzheimer,1,What to Know About #Thyroid and #Alzheimer's https://t.co/O34FgaTA2Z by @nextavenue https://t.co/jRqkQ6azx4
alzheimer,1,"I'm fundraising on JustGiving for Alzheimer's Society, please sponsor me. https://t.co/pkf6fPdQ2E"
alzheimer,1,"🌟SNEAK PEEK#2🌟
Another taste of what the '18 DRPS K9 Calendar holds 4 our SUPPORTERS! ALL💰to Alzheimer's, TAGS &amp; Epilepsy (Durham Charities) https://t.co/K6M01kr0xW"
alzheimer,1,Watching someone slowly deteriorate from old age and Alzheimer's is one of the hardest things in the world. #cantrememberus
alzheimer,1,"Top story: Alzheimer's Assoc. on Twitter: ""Register for #TheLongestDay thru 12/… https://t.co/1iGQft46iJ, see more https://t.co/jIP402qjrr"
alzheimer,1,"Our Alzheimer's team is having a FABULOUS fundraiser 9/14 we need donations. If you are able to help, please message me. Thank you https://t.co/2LcF2dKsyT"
alzheimer,1,Access to quality medical care via the #ACA isn’t going to take away our liberty #Alzheimer is..... via @forbes https://t.co/5JtSFUe5Xm
alzheimer,1,Study reveals what causes Alzheimer's and a drug that could stop it https://t.co/K5p4WVpe88 via @MailOnline
alzheimer,1,BBC News - Emmerdale dementia episode praised by Alzheimer's Society https://t.co/3QkjLAO1zR #dementia
alzheimer,2,"He's either an intellectual pygmy, or in early stages of Alzheimer's. No wonder we haven't seen his medical records. https://t.co/zIS1TXMez8"
alzheimer,1,You Can See More: Why We Must Attack Alzheimer's Disease on a Range of Research Fronts https://t.co/oJPcufkDgC
alzheimer,3,"hey i just met you, and this is crazy, i have alzheimer, hey i just met you"
alzheimer,1,"Quotation: Like other organs, the brain works better when the body is healthy. Exercising regularly #alzheimer https://t.co/ZDZAWpbjVv"
alzheimer,1,I used to think Alzheimer's was called old timers .
alzheimer,1,@emswam Too many early breakthroughs in Alzheimer's were disappointing at later stages. Wish they had looked at cognitive decline outcome
alzheimer,1,Method discovered to remove damaging amyloid plaques found in Alzheimer’s disease https://t.co/nZjNZ6ZVJl
alzheimer,2,"Dude has alzheimer's, watch a video of him from the 90s and see how much his vocabulary and memory have shrunk https://t.co/Q4BD0a93eo"
alzheimer,2,"Police use drones, dogs in search for missing elderly woman with Alzheimer's. Audrey Penn was last seen Aug. 23 https://t.co/cOrLn8JWWJ"
alzheimer,1,UMD undergrads build new tools to diagnose Alzheimer’s @ABC7Mike @UMDBIOE https://t.co/V7zIQKOk7t https://t.co/U3SFi3q5sB
alzheimer,2,"My mom said ""Jake if I ever get Alzheimer's just put me out of my misery"" I said ""mom....you said that five minutes ago"""
alzheimer,1,Exercise is key to staving off Alzheimer's https://t.co/5kBPKRpseX
alzheimer,1,Scientists launch #VirtualReality game to detect #Alzheimers https://t.co/btpbiqB9qr
alzheimer,1,"10 Tips to Survive Holidays &amp; Alzheimer’s, w/ dialog &amp; planning, holidays can be focused on connection, fun &amp; love https://t.co/NrfNqeW238 https://t.co/d2WzxW1VGX"
alzheimer,1,"Alzheimer's: Dealing with Family Conflict https://t.co/5oJEfzZVf6 #alz,#caregiver"
alzheimer,2,@starbuck13502 @leahmcelrath My elderly father has Alzheimer's and is a narcissist.
alzheimer,1,"Are We Getting Closer To A Cheap, Simple Alzheimer's Test? What Would It Mean? &gt; https://t.co/oJHWP6yFqf https://t.co/NSSocYhHXX"
alzheimer,1,"Soo to distract myself from todays dumb ass events, gonna share some things on Alzheimer's that you see behind scenes k?"
alzheimer,1,"Tonite, #Adelante continues its report on why Latinos are at a higher risk for Alzheimer's. At 6:30PM on Channel 36: https://t.co/f8Nk3WDLKO"
alzheimer,1,#YearInReview: USF Professor Studying Relationship Between Causes of Alzheimer’s and CTE. https://t.co/KMtGJwUQiL https://t.co/wjMRs4xqF6
alzheimer,1,"""Still Alice"" The Movie Review- Everything to know about Alzheimer's - Alzheimers Support https://t.co/66uaZp38Fq https://t.co/GUR6bneuIs"
alzheimer,1,God Bless all those who suffer from Alzheimer's. God bless their families and caregivers too. #Alzheimers
alzheimer,1,8 Links Between Your Diet and Alzheimer's https://t.co/EehYEIEjwO
alzheimer,1,'Waves' of neural activity give new clues about Alzheimer's https://t.co/Z3DNUq20EQ
alzheimer,1,Exercise: It Improves Your Memory! | Alzheimer's Prevention Registry https://t.co/xqnaiSi8Yq+
alzheimer,1,"Coverage Continues: Those with Chronic Periodontitis at Increased Risk Of Developing Alzheimer’s Disease.

The... https://t.co/equiL0CfYI"
alzheimer,1,Helping the Person with End Stage Alzheimer's dementia to Eat - Alzheimers Support https://t.co/CbGdXTOYyR https://t.co/sH2ORyUITH
alzheimer,1,One key point you must understand is that Alzheimer’s is not a disease that just starts developing in older... https://t.co/02B8y6zhme
alzheimer,1,Watching someone go through dementia/&amp; Alzheimer's is so sad
alzheimer,0,Naaah just saw someone with a top  on that says 'roses are red violets are blue I've got Alzheimer's cheese on toast' 😭😂😭😂😭
alzheimer,1,#BCnews Alzheimer’s Society of BC Coffee Break https://t.co/SS34IzrlHO
alzheimer,2,How a #Puppy Saved My Mom With #Alzheimers &gt; https://t.co/xfl6GxfbIn via @WomansWorldUS
alzheimer,1,Alzheimer's disease: New imaging compound may improve earlier diagnosis via @mnt #HealthArticles https://t.co/vnWiwbuBMG https://t.co/4H3nw03o2e
alzheimer,2,Having grandparents with Alzheimer's has taught me a lot. Like patience and also that you can find month old biscuits in coffee mugs.
alzheimer,1,"I've #justsponsored Richard Caborn, who's fundraising for Alzheimer's Society on @JustGiving. Donate now https://t.co/OcSFnT5TAP"
alzheimer,1,How to Tell the Difference Between Alzheimer's and Normal Aging - https://t.co/TsxvVpj3Tc https://t.co/PjthXThG3x
alzheimer,1,Noninvasive Eye Scan Could Detect Key Signs of Alzheimer's Disease Years Before Patients S.. #tbi #brain #health https://t.co/bOo4iaVJea
alzheimer,1,Best Gifts and other activities for Elderly People with Alzheimer's - Alzheimers Support https://t.co/nPYDztVKxq https://t.co/O1ChtvSDgI
alzheimer,1,Gift of music awakens good memories for #Alzheimer's patients when they feel agitated or lonely: https://t.co/36OuC3oiXR #music #dementia https://t.co/C7Oi1Lt65c
alzheimer,1,"Resources for Children and Teens About Alzheimer's Disease https://t.co/JIrOeNdDLK #alz,#caregiver"
alzheimer,1,"Dementia and Alzheimer’s Caregivers — Three Steps to Maintaining Good Health https://t.co/DJuniIpbmO #alz,#caregiver"
alzheimer,1,My amazing friend Marys Mountain is fundraising for Alzheimer's Society. Donate to Marys's JustGiving page  https://t.co/dK7Y6iQhmS
alzheimer,1,Take a quick look at #Alzheimer's disease and increase your understanding by watching this short film. https://t.co/ztnb80cX6y
alzheimer,1,"Alzheimer's and Working with Your Family https://t.co/vVceCHA3Yo #alz,#caregiver"
alzheimer,1,Loneliness May Be an Indicator of Alzheimer's - https://t.co/BvKfSZ7lmU https://t.co/1i1RFvjY9T
alzheimer,2,"LRT is sad, but perhaps you shouldn't leave an uncle with fucking alzheimer's in a position that allows him to make decisions like that fs"
alzheimer,1,"Women at Risk for Alzheimer's Face Critical 10-Year Window, Study Says https://t.co/Dbrn2JgYxm"
alzheimer,1,Perfect Petzzz Black Lab Breathing all-time #favorite for those with Alzheimer's https://t.co/NVVqenih46 https://t.co/n2rxDz6IyK
alzheimer,2,@jeffreyjonsmith @DrCrane72 @dailykos @realDonaldTrump has early Alzheimer's. Many people are saying that. Everybody is saying that.
alzheimer,1,"Legislative Assistant - Alzheimer's Association - Sacramento, CA https://t.co/LnVVv6zYfg Job Sacramento"
alzheimer,1,The effects of Vitamin E on Alzheimer's disease https://t.co/2XwJFzw4lO
alzheimer,1,I'll be your your MC this Saturday at the Alzheimer's Walk in San Diego! Join us to end Alzheimer's. https://t.co/Uk8kQ1Tqi8
alzheimer,1,"Memories “lost” to Alzheimer’s can be retrieved; they’re not destroyed after all, new science discovers 
https://t.co/Cp6PULsGLr"
alzheimer,2,"Let's address the most immediate issue, Trump has early signs of Alzheimer! His Dad had it! Trump needs an Alzheimer test. Easy to test for. https://t.co/XFJ7YRNY3n"
alzheimer,1,"""I don't see people that aren't there. I see people from the past. They just stick their heads out!"" - Alzheimer's quote"
alzheimer,2,Now that Granny has Alzheimer's I have come to hate the ones who were born first in the family cause she can only remember their names😒
alzheimer,1,BREAKING: Senate Labor-HHS Appropriations Subcommittee proposes $414M increase for @NIH Alzheimer’s research https://t.co/rgaQSaVeUi #ENDALZ https://t.co/KMUOZvyKcD
alzheimer,1,A personalized approach to Alzheimer's disease prevention #Alzheimers #Prevention https://t.co/PJMASgsiFj
alzheimer,1,12 Days Of Charitable Giving 2016: Cure Alzheimer’s Fund https://t.co/5AIos2wgso
alzheimer,3,Sometimes I worry myself that I have the earliest onset Alzheimer's
alzheimer,2,@susiek227 Ha! I was there with an Alzheimer’s sufferer. Repetition is now my forte.
alzheimer,1,"You can take part in ending Alzheimer's this September. Registration for this special walk is now open.
https://t.co/tKbHCZHFpM https://t.co/PeCrqnOZRQ"
alzheimer,1,If y'all can find a cure for Alzheimer's that would be the greatest birthday gift
alzheimer,1,"Learn about how a “buddy program"" has impacted some Alzheimer's patients: https://t.co/qKDcDTSvvY https://t.co/b7OpbYCF9Z"
alzheimer,1,"Glen Campbell Alzheimer’s documentary highlights connection between music, memory - #aging #caregiving #chicago https://t.co/Dgs3Zjcj5A"
alzheimer,1,AAIC: Obstructive sleep apnoea may accelerate Alzheimer’s disease biomarkers Alzheimer’s Society comments https://t.co/s5hEL63dJB #Dementia
alzheimer,1,The End of Alzheimer's: The First Program to Prevent and Reverse Cognitive Decline https://t.co/US1Xpb9KiN
alzheimer,1,An evaluation for Alzheimer's is often requested by a family member who notices memory problems or unusual behavior. https://t.co/69RoH7v71N
alzheimer,1,Study confirms 'sniff test' may be useful in diagnosing early Alzheimer's disease https://t.co/gbaHUKbI8R via @medical_xpress
alzheimer,1,A great cause! The Alzheimer's Society. Good luck Steve &amp; Jayne. https://t.co/EbE88ZFNI7
alzheimer,1,"""I walk, because I want to be an active part in the fight against Alzheimer's disease. I walk… https://t.co/vEgspIsuWm"
alzheimer,2,So sad one of my customers who has Alzheimer's has gone missing💔
alzheimer,2,"There are too many instances of this. Lots of times, people just think #Trump is lying, but it is the first dementia set in Alzheimer's. https://t.co/94feX9kg1Y"
alzheimer,1,Alzheimer's : What if there was a cure ? https://t.co/QDEVBqJkZl #ketoos #pruviteveryday
alzheimer,1,Cure Alzheimer's Fund: 100% of proceeds go to research. Donate Here https://t.co/feXxnsruR1 https://t.co/0L6UZjxTh9
alzheimer,1,South Carolina Alzheimer's awareness fundraiser Sass N Frass samples will be there given out!!! YEA
alzheimer,1,Walk to End Alzheimer's | Alzheimer's Association https://t.co/iAq1A8hklR
alzheimer,2,"@zanekyal Trump is showing memory problems, may have Alzheimer's
That would give him about 6 years left"
alzheimer,3,Found out I have Alzheimer's so here is a daily joke for y'all. Found out I have Alzheimer's so here is a daily joke for y'all. Found out...
alzheimer,2,A 2014 video with legal legend Ron Meshbesher before his deep slide into Alzheimer's https://t.co/gFtjmwq5o5
alzheimer,2,@tjoh010610 the incoherent rambling sounds like my uncle who has early onset Alzheimer's.
alzheimer,1,"I am fundraising for Alzheimer's Society, so please donate to my JustGiving page if you can https://t.co/HPkEpIhG7r"
alzheimer,2,@KellyannePolls @washingtonpost Only If he is not impeached or forced to resign for corruption charges/pre Alzheimer's which he displays
alzheimer,1,New Study Links Common Vision Problem To Alzheimer’s Disease https://t.co/gjxgGfX50D
alzheimer,1,The powerhouse protein to turn against #Alzheimer's disease #dementia https://t.co/n2acNNKGiJ
alzheimer,1,"Tips to Holidays &amp; Alzheimer’s, Tip 1: Planning can avoid holiday stress https://t.co/GPxPmji7hM Find all 10 tips on https://t.co/5V94y7TAn1 https://t.co/WHQ86aOf0F"
alzheimer,1,Chandler Bing Can Help Detect Early Onset Of Alzheimer’s https://t.co/QbE5RRJMBP Vía @itechPost https://t.co/wrZSfcK7FQ
alzheimer,1,"This New Biomarker Can Help Predict Alzheimer's Disease In Patients
https://t.co/ajsGvNDjZn"
alzheimer,2,@TheBaxterBean @JoyceCarolOates there is a new blood test for Alzheimer's and he should be required to take physical by US military doctors.
alzheimer,1,Best of 2016 #7: 7 Tips to Get Someone with Alzheimer’s to Take a Bath - DailyCaring https://t.co/yGbquoB0Dr via @DailyCaring
alzheimer,1,walk to end alzheimers texas austin 2016_1 #alzheimer https://t.co/n6KkDouG1x
alzheimer,2,@kurteichenwald @doctor_devi Mental problems of pres candidates been issue for decades - recently Reagan Alzheimer's in office - legit topic
alzheimer,2,#TrumpCult ppl compare him to #Reagan. Well it certainly looks like he's in the early stages of Alzheimer's. #NeverTrumpAndProud #tcot https://t.co/Hecsu9pkM9
alzheimer,1,'Waves' of neural activity give new clues about Alzheimer's https://t.co/pelzCvP7OT
alzheimer,2,Missing 76-year old Alzheimer's patient found in Pittsburg: https://t.co/C0fPJCH9LN https://t.co/tErd7sdOEq
alzheimer,1,"President Obama's Christmas gift to people suffering with cancer, autism, depression &amp; Alzheimer’s: https://t.co/wlsgjBo0qW
#wednesdaywisdom https://t.co/7nNSzAiHH5"
alzheimer,1,"Preventing, Reducing and Reversing Alzheimer’s Disease See more at: https://t.co/OzTMxJhbfi"
alzheimer,1,Join the longest night of the year today to honor those affected by Alzheimer’s! #longestnight  https://t.co/twf42t9H92
alzheimer,1,Study identifies high levels of aluminium in the brains of familial Alzheimer's disease victims https://t.co/QlT3eLmFGf
alzheimer,1,@Tonithecat32 It is. Alzheimer's is a horrible disease. The lady goes a couple times a week but today was harder than usual.
alzheimer,1,"Optical stimulation decreases beta amyloids in the brain of mice with Alzheimer’s

https://t.co/qHopSJ02hh #Alzheimers https://t.co/OwK28HijRR"
alzheimer,1,#UCLA #Neuroscientist harnesses power of virtual reality to unlock the mysteries of memory #Alzheimer's #dementia  https://t.co/wNIYKYzipn
alzheimer,1,Alzheimer's is Relentless! SO ARE WE!! Get your shirt or hoodie today! --&gt; https://t.co/CVy2IlGhIU #STL https://t.co/EnwkUs9pjU
alzheimer,2,A Greendale man suffering from Alzheimer's receives outpouring of support. @tmj4 @6 how it all started w/ a sweet tooth &amp; social media post. https://t.co/uii19Wfa0p
alzheimer,1,Beyond blessed because this walk season I'll have the chance to participate in TWO Walks to End Alzheimer's!💜💜@aasefc @Alz_cnfl #joinAIM
alzheimer,1,'Sniff test' may be useful in diagnosing early Alzheimer's disease - https://t.co/8sEgJZuJ5e #GoogleAlerts
alzheimer,2,"Imagine one of your g'dads best mates having 63 caps for his country, being robbed of his memories because of Alzheimer's. Awful #raywilson"
alzheimer,2,@TheHerd this is what the onset of Alzheimer's looks like
alzheimer,1,"@OutsiderCody 
Actually it will be digested and end up in the brain. Aluminum is linked to Alzheimer's."
alzheimer,1,N | #Éire :  Doctors Can Diagnose Early Alzheimer's Disease Through Sniff Test - The scientists discovered that… https://t.co/nMgJynVp4F
alzheimer,1,8 Links Between Your Diet and Alzheimer’s - Care2 #diet #Alzheimers #MINDDiet https://t.co/0bAZui2F57
alzheimer,1,"Top story: Carols by candlelight 2016 – thank you - Alzheimer's Society blog https://t.co/CKh6taVXKC, see more https://t.co/jIP402qjrr"
alzheimer,1,"Resources for Children and Teens About Alzheimer's Disease https://t.co/a1PJmVDHBi #alz,#caregiver"
alzheimer,1,Risks of dementia and Alzheimer's disease higher in older kidney transplant recipients | https://t.co/zMGESyUPBb https://t.co/NCLRMjG3p7
alzheimer,1,"@billoxenford @townhallcom @BledsoeChuck 
1. Lost it...he didn't want to be killed
2. Ketchup burned it
3. Forgot...Alzheimer's"
alzheimer,1,"Newly discovered disease could hold key to Alzheimer's, Parkinson's – and even … https://t.co/ju9VhNUtSh, see more https://t.co/VAb9Jwf95E"
alzheimer,2,Sad but relief. Lisa's aunt Laura Lee Butler ended her battle with Alzheimer's Monday night. Goodbye to a great mother and wife.
alzheimer,1,Will experimental blood test be a game-changer for Alzheimer's disease? - NBC Montana https://t.co/fl6uNyZEfv
alzheimer,1,AI Could Predict Alzheimer's Disease Two Years in Advance: The… https://t.co/AGSkXt8eha https://t.co/PvYEP4NoYR https://t.co/PvYEP4NoYR
alzheimer,1,"Alzheimer Tip #3056:

Buy yourself a Christmas present but say it's from ""Your Secret Santa."" 

Endless excitement!!"
alzheimer,1,New drug that restores memory loss and prolongs life for Alzheimer's mice… https://t.co/ywy5pjvu28 https://t.co/0pqEOFkJaM
alzheimer,1,Vive la evolution! Natural selection erasing Alzheimer’s and asthma from human genes – study https://t.co/ibsSOwJGog https://t.co/2r8X3W5ePr
alzheimer,1,"Alzheimer's Quick Tips: Handling Aggression https://t.co/L5Us9k9XDF #alz,#caregiver"
alzheimer,1,Help us #GoBlueOC! Join us to raise much-needed awareness for #Alzheimer’s in #OrangeCounty. Visit https://t.co/UOvDo53S9J https://t.co/VLMu6haFNE
alzheimer,1,Scientists identify potential drug treatment in fight against Alzheimer’s disease https://t.co/KhJ0e4FIHn
alzheimer,1,Ok Alex joking about someone having dementia or Alzheimer's is fucked up. Just stop!! production needs to do something #BB19
alzheimer,1,AI Could Predict Alzheimer's Disease Two Years in Advance  https://t.co/M0pD9myN5r
alzheimer,1,The script that matches clickbait headlines w clickbait pictures is advertising spam as the cure to Alzheimer's https://t.co/SHri21VGr4
alzheimer,1,The sad truth about Alzheimer's: https://t.co/N8LQLIWviV
alzheimer,1,Some with Alzheimer's dementia Unable to Read Hands on a Clock - https://t.co/cp1sFQ6haN
alzheimer,1,Pittsburgh Company On Verge Of Alzheimer’s Breakthrough « CBS Pittsburgh https://t.co/iW3bh5FQPY
alzheimer,1,How would you cope with Alzheimer's? - Alzheimers Support https://t.co/NpvVhKkIes https://t.co/VXbimsZWBc
alzheimer,1,"$43 million senior living campus coming to Glendale #AZ. #Alzheimer's #AssistedLiving, &amp; #SkilledNursing.  https://t.co/1RKVsprom6"
alzheimer,1,"What's the Difference Between Alzheimer's Disease and Dementia? 
Let's watch this informative video! https://t.co/zdXGyCiNh8"
alzheimer,1,Flickering LED Lights Could Treat Alzheimer's Disease https://t.co/gjETxc02fo
alzheimer,1,More Bad News In Our Nation's Fight Against Alzheimer's Disease (@jasonkarlawish - @forbes) https://t.co/0PTQeBUvKe
alzheimer,1,Cool Tips Exercise is key to staving off Alzheimer's https://t.co/H9dfPvevoP
alzheimer,2,"@alfromct trump needs his sons there to manage him. People are saying he has Alzheimer's, and based on recent behavior, I agree."
alzheimer,1,"Support bill, help fight Alzheimer's: Caregiving for a loved one… https://t.co/57vuE1U2rM https://t.co/PvYEP4NoYR https://t.co/PvYEP4NoYR"
alzheimer,1,"For predicting Alzheimer’s, the nose may know https://t.co/tr9a9XSzeI"
alzheimer,1,New biomarker predicts Alzheimer’s disease and link to diabetes https://t.co/qNK8Z63fTX https://t.co/LQwFkgfuDP
alzheimer,1,"Alzheimer's Disease: Dealing with Aggressive Behavior https://t.co/HpaWA61Gx9 #alz,#caregiver"
alzheimer,1,"90% of my convos on snapchat 

Them: wait what did I say 

Me: 🤷🏼‍♂️ idk I can't remember what I said 

It's official I have Alzheimer's"
alzheimer,1,"Wow! 66% less #Alzheimer's risk if you sauna 4X+/week. Blood flow, baby. A big win for home infrared sauna makers! 
https://t.co/JP5C0o6Ax4"
alzheimer,1,#ShapetheFuture of #Alzheimers. #Donate to Alzheimer's Disease Research @_BrightFocus https://t.co/seMAKkZk6b #CFCNCA https://t.co/xCUTUbpvc9
alzheimer,0,A fat butt = instant Alzheimer's
alzheimer,1,"Memories “lost” to Alzheimer’s can be retrieved; they’re not destroyed after all, new science discovers  https://t.co/Gi1JL4AoD7"
alzheimer,1,"RT  @pandoraskids: Cure Alzheimer's Fund: 100% of money raised will go towards 
Research, Please (cont) https://t.co/MbqJX7AOgp"
alzheimer,1,"Support our #2017 Walk for Alzheimer's
https://t.co/LaddY1ig8D"
alzheimer,1,Why Folks with Alzheimer's may tell the Same Story over and over https://t.co/MAEAjRE5Vs
alzheimer,1,"“Like other organs, the brain works better when the body is healthy. Exercising regularly appears to help ward off Alzheimer’s disease,...."" https://t.co/McNxG7Iivs"
alzheimer,1,September is World Alzheimer’s Month. Take a look here to stay aware of the early symptoms https://t.co/Qmp7pbAdCB #WorldAlzMonth #ElderCare https://t.co/5rz9FXDFX3
alzheimer,1,Alzheimer's : What if there was a cure ? https://t.co/QDEVBqJkZl #ketoos #pruviteveryday
alzheimer,1,Report warns of rising costs of caring for growing Latino population with Alzheimer’s disease https://t.co/AcD54mD5Wr
alzheimer,1,Antidepressants found to drastically increase head injuries among Alzheimer’s patients – https://t.co/xfJyTVTP9M https://t.co/gFi9Kki5Rs
alzheimer,1,Alzheimer's breaks my heart
alzheimer,1,Will experimental blood test be a game-changer for Alzheimer's disease? https://t.co/dta9kO6xMc
alzheimer,1,#knowledgeispower Rejuvenating the brain's disposal system - A characteristic feature of Alzheimer's disease is... https://t.co/a0WvSry6fh
alzheimer,1,Do You Know The Right Things To Say To An Alzheimer’s Patient &amp; Their Family? - https://t.co/YEaY0pOAwB
alzheimer,1,Alzheimer's Association hosting 'Healthy Living'; event Jan. 10 in Kingston - The Daily Freeman https://t.co/czYq8fO6r9
alzheimer,1,"Kinell. That animated alzheimer's advert with Santa - beautifully done, but heartbreaking. #believe"
alzheimer,2,"@JeffreyGuterman @Lesliegy His father had Alzheimer's, close family history is the biggest risk factor, no?"
alzheimer,1,Andrew Tobin: Alzheimer's advance: Early stage study in mice show new drugs restore memory loss and prolong life https://t.co/j6KQ2eg2I3 https://t.co/2qCx6Ez7u7
alzheimer,1,Mechanisms and secrets of Alzheimer's disease: exploring the brain https://t.co/VESg0Y2cCw
alzheimer,1,Is next Cure for Alzheimer's a Computer for the Brain - Alzheimers Support https://t.co/Bx59s1EViX https://t.co/r9bbmlZU9z
alzheimer,2,"@thehill his dad suffered from Alzheimer's which is hereditary. Trump is 70, so it could start for him at anytime"
alzheimer,1,How does your lifestyle affect your risk of getting Alzheimer's? Find out in our free test: https://t.co/YZpIHgfSFg https://t.co/VC5rTW5uIQ
alzheimer,1,Learn how to cope with the #Alzheimer #Diagnosis. Follow link: https://t.co/qTRkTKoPQb #health https://t.co/SFzIaD4bdN
alzheimer,1,The end of #Alzheimer's starts with you #Walk #Oct 8 #AtlanticCity #Walkers #VolunteersNeeded https://t.co/CHPyGrYXhY #walktoendAlzheimer's
alzheimer,1,"Just had best wedding invite. No speeches or sit down meal. Just a pub. No gifts, but suggested donations to Cancer/Alzheimer's research 💒👏 https://t.co/wJTL2WqiyH"
alzheimer,1,Eli Lilly's promising Alzheimer's drug fails in clinical trial https://t.co/qpo3dklzYB via @HilaryCNN https://t.co/2EgDeqyDAJ
alzheimer,1,Dr Lakshini Mendis and Helen Murray: Alzheimer's disease talk Northern DHB @AucklandUni via @YouTube https://t.co/MTWAjypAvN
alzheimer,2,"@TIME I'm telling you guys, Donald Trump has Alzheimer's. That's why his kids are with him so much. It's a coverup"
alzheimer,1,Best Alzheimer's Diet and Nutrition is Essential for Good Health - https://t.co/AfUlEDKSNX
alzheimer,0,#TopTwittos of the day ♦ @ImaneCFK @Maroc_Alzheimer @Meryem_BGB via https://t.co/vGDLLDQLkt
alzheimer,1,"In case you missed it:Prevention of Alzheimer's; Diet Coke dangerous? Eat better, don't die. https://t.co/aYrvkmZnUs https://t.co/smPYvI9oT0"
alzheimer,1,Last minute shopping giving you the blues? Gift the gift that continues to give &amp; supports @AlzheimerDurham https://t.co/aCxZKhLAI0 @DRPS_K9 https://t.co/esaQ7YWsmE
alzheimer,1,This small study had some pretty big results for Alzheimer's and dementia patients! https://t.co/aBLbvKwtQ3
alzheimer,1,Alzheimer's Care 14 Holiday Communication Tips for Caregivers and Families https://t.co/0jIupw3dip #dementia
alzheimer,2,"Fairbury police searching for missing woman, 82, with Alzheimer’s https://t.co/pBqzVMADk0"
alzheimer,1,How would you cope with Alzheimer's? - Alzheimers Support https://t.co/NpvVhKkIes https://t.co/2A1tEXUNKg
alzheimer,2,The Startling Change This Test Made for My Mom With Alzheimer’s https://t.co/pxcFtW76pt #elder #law #estate... https://t.co/eUHUEP4x0j
alzheimer,2,@tmj8519 @AlwaysTantric @CVDCole Etta James is dead now and when she made those comments she was suffering from Alzheimer's related dementia
alzheimer,1,".@PattyMurray, thx for your leadership to increase funding for #Alzheimer’s research at NIH #ENDALZ @Alz_WA @UMR4NIH https://t.co/y7rRlR6Z3p"
alzheimer,1,"@senalexander w/ George Korda on @987news: #Cures will provide money for lifesaving cures for diseases like cancer, Alzheimer’s, diabetes."
alzheimer,1,Use It or Lose It: Five Steps to Preventing Alzheimer's https://t.co/9C6OPRFIA9
alzheimer,1,🌺🎷Join us Seashore Gardens Living Center in our Alzheimer's Sensory Trail and Garden for Jazz in the Garden... https://t.co/U6Sa6v70aC
alzheimer,1,From @AlzheimerDis:  #Antipsychotic use in #Alzheimer's disease increases mortality risk https://t.co/QoOqknwpKb #EndAlz #geriatrics
alzheimer,1,10 best ways to support a loved one with #Alzheimer’s disease https://t.co/yDFupIAMs0 #elderlycare https://t.co/0PhLFp52Hr
alzheimer,1,Serenity Media Group C.e.o. Christie Hsiao Raises Awareness Of Early Onset Alzheimer's Bringing Tr https://t.co/k59hGanOQL
alzheimer,1,65-75 yrs of age is high risk for Alzheimer’s for women https://t.co/Gghp3rOWEQ https://t.co/JH2oRXegZX
